workerid,proliferate.condition,helper1,helper2,query,requester,response,stimulus,trial_index,trial_num,trial_type,error
47,Default,"{'name': 'Kevin', 'gender': 'male'}","{'name': 'Sandra', 'gender': 'female'}",0,"{'name': 'Daniel', 'gender': 'male'}",0,"<img src=""images/noun_Picnic_2799323.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Kevin</span>, <span style=""color:#388E3C"">Sandra</span>, and <span style=""color:#E65100"">Daniel</span> were having a picnic. <br> Both <span style=""color:#1976D2"">Kevin</span> and <span style=""color:#388E3C"">Sandra</span> brought snacks with peanuts in them, even though <span style=""color:#E65100"">Daniel</span> was allergic to peanuts. <br></p><p><span style=""color:#E65100"">Daniel</span> blamed <span style=""color:#1976D2"">Kevin</span> more than <span style=""color:#388E3C"">Sandra</span> for bringing snacks with peanuts to the picnic.</p><p>Who knew that <span style=""color:#E65100"">Daniel</span> was allergic to peanuts?</p>",12,5,knowledge,
47,Default,"{'name': 'Linda', 'gender': 'female'}","{'name': 'Charles', 'gender': 'male'}",1,"{'name': 'Melissa', 'gender': 'female'}",0,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Linda</span> and <span style=""color:#388E3C"">Charles</span> each had a birthday party in separate weeks. <br> Neither invited <span style=""color:#E65100"">Melissa</span> to the party. <br> <span style=""color:#E65100"">Melissa</span> later learned from a friend that one of them intentionally didn't invite her, and another forgot to invite her. <br></p><p><span style=""color:#E65100"">Melissa</span> blamed <span style=""color:#1976D2"">Linda</span> more than <span style=""color:#388E3C"">Charles</span> for not inviting her to her birthday party.</p><p>Who forgot to invite <span style=""color:#E65100"">Melissa</span>?</p>",13,12,intentionality,
47,Default,"{'name': 'Richard', 'gender': 'male'}","{'name': 'George', 'gender': 'male'}",0,"{'name': 'Patricia', 'gender': 'female'}",0,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Patricia</span> had a birthday party. <br> <span style=""color:#E65100"">Patricia</span> asked <span style=""color:#1976D2"">Richard</span> and <span style=""color:#388E3C"">George</span> to come, but neither came. <br></p><p><span style=""color:#E65100"">Patricia</span> blamed <span style=""color:#1976D2"">Richard</span> more than <span style=""color:#388E3C"">George</span> for not coming.</p><p>Who is <span style=""color:#E65100"">Patricia</span>'s closer friend?</p>",14,7,social_roles,
47,Default,"{'name': 'Joshua', 'gender': 'male'}","{'name': 'Sarah', 'gender': 'female'}",1,"{'name': 'Lisa', 'gender': 'female'}",1,"<img src=""images/noun_acting_2368308.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Lisa</span> needed help practicing for the school play. <br> <span style=""color:#E65100"">Lisa</span> asked <span style=""color:#1976D2"">Joshua</span> and <span style=""color:#388E3C"">Sarah</span> for help, but both said no. <br></p><p><span style=""color:#E65100"">Lisa</span> blamed <span style=""color:#1976D2"">Joshua</span> more than <span style=""color:#388E3C"">Sarah</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Lisa</span>'s less close friend?</p>",15,9,social_roles,
47,Default,"{'name': 'Anthony', 'gender': 'male'}","{'name': 'Emily', 'gender': 'female'}",0,"{'name': 'Christopher', 'gender': 'male'}",0,"<img src=""images/noun_Airport_1109705.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Christopher</span> texted <span style=""color:#1976D2"">Anthony</span> and <span style=""color:#388E3C"">Emily</span> to pick him up from the airport. <br> Neither responded to his text. <br> <span style=""color:#E65100"">Christopher</span> later learned that only one of them saw his message.</p><p><span style=""color:#E65100"">Christopher</span> blamed <span style=""color:#1976D2"">Anthony</span> more than <span style=""color:#388E3C"">Emily</span> for not helping.</p><p>Who saw the text message?</p>",16,4,knowledge,
47,Default,"{'name': 'Kimberly', 'gender': 'female'}","{'name': 'Barbara', 'gender': 'female'}",0,"{'name': 'Kenneth', 'gender': 'male'}",0,"<img src=""images/noun_flat tire_982179.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Kenneth</span> needed help fixing his flat tire. <br> <span style=""color:#E65100"">Kenneth</span> asked <span style=""color:#1976D2"">Kimberly</span> and <span style=""color:#388E3C"">Barbara</span> for help, but neither did. <br> <span style=""color:#E65100"">Kenneth</span> didn't manage to fix the tire by himself.</p><p><span style=""color:#E65100"">Kenneth</span> blamed <span style=""color:#1976D2"">Kimberly</span> more than <span style=""color:#388E3C"">Barbara</span> for not helping.</p><p>Who is better at fixing tires?</p>",17,1,ability,
47,Default,,,,,,,18,,survey-html-form,
49,Default,,,,,0,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people’s actions. All information collected will remain confidential. <p><p><b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre-existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take 15 minutes. </p><p><b> Payment: </b> If recruitment materials indicate payment (e.g., Amazon or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights: </b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information: </b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact: </b>I f you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",0,,html-button-response,
49,Default,,,,,0,"<div style=""width:50%; min-width:300px; margin:auto; min-height:300px; display:flex; align-items:flex-end;""><p> In this experiment, you will read a few stories. For each story, you will be asked to figure out a missing piece of information <br> <br> Click the start button whenever you are ready. <br> </div>",1,,html-button-response,
49,Default,"{'name': 'Paul', 'gender': 'male'}","{'name': 'Matthew', 'gender': 'male'}",0,"{'name': 'Edward', 'gender': 'male'}",0,"<img src=""images/noun_flat tire_982179.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Edward</span> needed help fixing his flat tire. <br> <span style=""color:#E65100"">Edward</span> asked <span style=""color:#1976D2"">Paul</span> and <span style=""color:#388E3C"">Matthew</span> for help, but neither did. <br> <span style=""color:#E65100"">Edward</span> didn't manage to fix the tire by himself.</p><p><span style=""color:#E65100"">Edward</span> blamed <span style=""color:#1976D2"">Paul</span> more than <span style=""color:#388E3C"">Matthew</span> for not helping.</p><p>Who is better at fixing tires?</p>",2,1,ability,
49,Default,"{'name': 'Dorothy', 'gender': 'female'}","{'name': 'David', 'gender': 'male'}",0,"{'name': 'Mary', 'gender': 'female'}",0,"<img src=""images/noun_lunch bag_380959.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Mary</span> always packs herself a lunch to bring to work. <br> One day, <span style=""color:#1976D2"">Dorothy</span> ate <span style=""color:#E65100"">Mary</span>'s lunch. <br> A different day, <span style=""color:#388E3C"">David</span> ate <span style=""color:#E65100"">Mary</span>'s lunch. <br></p><p><span style=""color:#E65100"">Mary</span> blamed <span style=""color:#1976D2"">Dorothy</span> more than <span style=""color:#388E3C"">David</span> for eating her lunch.</p><p>Who ate <span style=""color:#E65100"">Mary</span>'s lunch on purpose?</p>",3,11,intentionality,
49,Default,"{'name': 'Carol', 'gender': 'female'}","{'name': 'George', 'gender': 'male'}",1,"{'name': 'Joseph', 'gender': 'male'}",1,"<img src=""images/noun_Picnic_2799323.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Carol</span>, <span style=""color:#388E3C"">George</span>, and <span style=""color:#E65100"">Joseph</span> were having a picnic. <br> Both <span style=""color:#1976D2"">Carol</span> and <span style=""color:#388E3C"">George</span> brought snacks with peanuts in them, even though <span style=""color:#E65100"">Joseph</span> was allergic to peanuts. <br></p><p><span style=""color:#E65100"">Joseph</span> blamed <span style=""color:#1976D2"">Carol</span> more than <span style=""color:#388E3C"">George</span> for bringing snacks with peanuts to the picnic.</p><p>Who didn't know that <span style=""color:#E65100"">Joseph</span> was allergic to peanuts?</p>",4,5,knowledge,
49,Default,"{'name': 'Steven', 'gender': 'male'}","{'name': 'Nancy', 'gender': 'female'}",0,"{'name': 'Thomas', 'gender': 'male'}",0,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Thomas</span> needed help carrying a very heavy couch. <br> <span style=""color:#E65100"">Thomas</span> asked <span style=""color:#1976D2"">Steven</span> and <span style=""color:#388E3C"">Nancy</span> for help, but both said no. <br> <span style=""color:#E65100"">Thomas</span> wasn’t able to move the couch on his own.</p><p><span style=""color:#E65100"">Thomas</span> blamed <span style=""color:#1976D2"">Steven</span> more than <span style=""color:#388E3C"">Nancy</span> for not helping.</p><p>Who is stronger?</p>",5,2,ability,
49,Default,"{'name': 'William', 'gender': 'male'}","{'name': 'Sandra', 'gender': 'female'}",0,"{'name': 'Betty', 'gender': 'female'}",0,"<img src=""images/noun_reach_2900937.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Betty</span> needed help reaching something on a high shelf. <br> <span style=""color:#E65100"">Betty</span> asked <span style=""color:#1976D2"">William</span> and <span style=""color:#388E3C"">Sandra</span> for help, but both said no. <br> <span style=""color:#E65100"">Betty</span> wasn’t able to reach the item.</p><p><span style=""color:#E65100"">Betty</span> blamed <span style=""color:#1976D2"">William</span> more than <span style=""color:#388E3C"">Sandra</span> for not helping.</p><p>Who is taller?</p>",6,3,ability,
49,Default,"{'name': 'Andrew', 'gender': 'male'}","{'name': 'Donna', 'gender': 'female'}",1,"{'name': 'Anthony', 'gender': 'male'}",1,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Anthony</span> had a birthday party. <br> <span style=""color:#E65100"">Anthony</span> asked <span style=""color:#1976D2"">Andrew</span> and <span style=""color:#388E3C"">Donna</span> to come, but neither came. <br></p><p><span style=""color:#E65100"">Anthony</span> blamed <span style=""color:#1976D2"">Andrew</span> more than <span style=""color:#388E3C"">Donna</span> for not coming.</p><p>Who is <span style=""color:#E65100"">Anthony</span>'s less close friend?</p>",7,7,social_roles,
49,Default,"{'name': 'John', 'gender': 'male'}","{'name': 'Patricia', 'gender': 'female'}",1,"{'name': 'Kevin', 'gender': 'male'}",1,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Kevin</span> needed help moving. <br> <span style=""color:#E65100"">Kevin</span> asked <span style=""color:#1976D2"">John</span> and <span style=""color:#388E3C"">Patricia</span> for help, but both said no. <br> <span style=""color:#E65100"">Kevin</span> wasn't able to move his stuff on his own. <br></p><p><span style=""color:#E65100"">Kevin</span> blamed <span style=""color:#1976D2"">John</span> more than <span style=""color:#388E3C"">Patricia</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Kevin</span>'s less close friend?</p>",8,8,social_roles,
49,Default,"{'name': 'Linda', 'gender': 'female'}","{'name': 'Michael', 'gender': 'male'}",0,"{'name': 'Kenneth', 'gender': 'male'}",0,"<img src=""images/noun_Man Cutting Grass_637630.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Kenneth</span> needed someone to mow the lawn. <br> <span style=""color:#1976D2"">Linda</span> mowed the lawn. <br> <span style=""color:#388E3C"">Michael</span> did not mow the lawn. <br></p><p><span style=""color:#E65100"">Kenneth</span> blamed <span style=""color:#388E3C"">Michael</span> for not mowing the lawn.</p><p>Who mowed the lawn?</p>",9,attention_check,,
49,Default,"{'name': 'Karen', 'gender': 'female'}","{'name': 'Michelle', 'gender': 'female'}",1,"{'name': 'Sarah', 'gender': 'female'}",1,"<img src=""images/noun_Airport_1109705.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Sarah</span> texted <span style=""color:#1976D2"">Karen</span> and <span style=""color:#388E3C"">Michelle</span> to pick her up from the airport. <br> Neither responded to her text. <br> <span style=""color:#E65100"">Sarah</span> later learned that only one of them saw her message.</p><p><span style=""color:#E65100"">Sarah</span> blamed <span style=""color:#1976D2"">Karen</span> more than <span style=""color:#388E3C"">Michelle</span> for not helping.</p><p>Who didn't see the text message?</p>",10,4,knowledge,
49,Default,"{'name': 'Susan', 'gender': 'female'}","{'name': 'Barbara', 'gender': 'female'}",1,"{'name': 'Robert', 'gender': 'male'}",1,"<img src=""images/noun_cooking_1176750.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Robert</span> needed help making dinner. <br> Neither <span style=""color:#1976D2"">Susan</span> nor <span style=""color:#388E3C"">Barbara</span> helped. <br></p><p><span style=""color:#E65100"">Robert</span> blamed <span style=""color:#1976D2"">Susan</span> more than <span style=""color:#388E3C"">Barbara</span> for not helping.</p><p>Who didn't know that <span style=""color:#E65100"">Robert</span> needed help making dinner?</p>",11,6,knowledge,
49,Default,"{'name': 'Margaret', 'gender': 'female'}","{'name': 'Joshua', 'gender': 'male'}",1,"{'name': 'Lisa', 'gender': 'female'}",0,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Margaret</span> and <span style=""color:#388E3C"">Joshua</span> each had a birthday party in separate weeks. <br> Neither invited <span style=""color:#E65100"">Lisa</span> to the party. <br> <span style=""color:#E65100"">Lisa</span> later learned from a friend that one of them intentionally didn't invite her, and another forgot to invite her. <br></p><p><span style=""color:#E65100"">Lisa</span> blamed <span style=""color:#1976D2"">Margaret</span> more than <span style=""color:#388E3C"">Joshua</span> for not inviting her to her birthday party.</p><p>Who forgot to invite <span style=""color:#E65100"">Lisa</span>?</p>",12,12,intentionality,
49,Default,"{'name': 'Emily', 'gender': 'female'}","{'name': 'Deborah', 'gender': 'female'}",0,"{'name': 'Kimberly', 'gender': 'female'}",0,"<img src=""images/noun_acting_2368308.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Kimberly</span> needed help practicing for the school play. <br> <span style=""color:#E65100"">Kimberly</span> asked <span style=""color:#1976D2"">Emily</span> and <span style=""color:#388E3C"">Deborah</span> for help, but both said no. <br></p><p><span style=""color:#E65100"">Kimberly</span> blamed <span style=""color:#1976D2"">Emily</span> more than <span style=""color:#388E3C"">Deborah</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Kimberly</span>'s closer friend?</p>",13,9,social_roles,
49,Default,"{'name': 'James', 'gender': 'male'}","{'name': 'Mark', 'gender': 'male'}",1,"{'name': 'Charles', 'gender': 'male'}",0,"<img src=""images/noun_presentation_1616165.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Charles</span> was assigned to do a group project with <span style=""color:#1976D2"">James</span> and <span style=""color:#388E3C"">Mark</span>. <br> Their group did a bad job and received a failing grade for the assignment. <br> </p><p><span style=""color:#E65100"">Charles</span> blamed <span style=""color:#1976D2"">James</span> more than <span style=""color:#388E3C"">Mark</span> for the group's failing grade.</p><p>Who didn't try very hard on the assignment?</p>",14,14,effort,
49,Default,"{'name': 'Christopher', 'gender': 'male'}","{'name': 'Ashley', 'gender': 'female'}",1,"{'name': 'Elizabeth', 'gender': 'female'}",1,"<img src=""images/noun_soccer_1751392.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Elizabeth</span> fell over while playing soccer with <span style=""color:#1976D2"">Christopher</span> and <span style=""color:#388E3C"">Ashley</span>. <br> Both <span style=""color:#1976D2"">Christopher</span> and <span style=""color:#388E3C"">Ashley</span> stepped on <span style=""color:#E65100"">Elizabeth</span>. <br></p><p><span style=""color:#E65100"">Elizabeth</span> blamed <span style=""color:#1976D2"">Christopher</span> more than <span style=""color:#388E3C"">Ashley</span> for stepping on her.</p><p>Who stepped on <span style=""color:#E65100"">Elizabeth</span> by accident?</p>",15,10,intentionality,
49,Default,"{'name': 'Jennifer', 'gender': 'female'}","{'name': 'Donald', 'gender': 'male'}",0,"{'name': 'Jessica', 'gender': 'female'}",1,"<img src=""images/noun_We Can Do It_146922.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Jessica</span> was on a tug of war team with <span style=""color:#1976D2"">Jennifer</span> and <span style=""color:#388E3C"">Donald</span>. <br> Their team lost the game of tug of war. <br> </p><p><span style=""color:#E65100"">Jessica</span> blamed <span style=""color:#1976D2"">Jennifer</span> more than <span style=""color:#388E3C"">Donald</span> for their loss.</p><p>Who tried very hard?</p>",16,13,effort,
49,Default,"{'name': 'Daniel', 'gender': 'male'}","{'name': 'Amanda', 'gender': 'female'}",1,"{'name': 'Brian', 'gender': 'male'}",0,"<img src=""images/noun_wait phone_769182.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Brian</span> needed someone to make an appointment for him. <br> <span style=""color:#E65100"">Brian</span> asked <span style=""color:#1976D2"">Daniel</span> and <span style=""color:#388E3C"">Amanda</span> to call and wait on hold for him. <br> <span style=""color:#1976D2"">Daniel</span> and <span style=""color:#388E3C"">Amanda</span> both gave up before their call was picked up. <br> <span style=""color:#E65100"">Brian</span> later learned that one of them waited for a few minutes, and another waited for hours. <br></p><p><span style=""color:#E65100"">Brian</span> blamed <span style=""color:#1976D2"">Daniel</span> more than <span style=""color:#388E3C"">Amanda</span> for hanging up.</p><p>Who waited a few minutes before giving up?</p>",17,15,effort,
49,Default,,,,,,,18,,survey-html-form,
42,Default,,,,,0,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people’s actions. All information collected will remain confidential. <p><p><b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre-existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take 15 minutes. </p><p><b> Payment: </b> If recruitment materials indicate payment (e.g., Amazon or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights: </b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information: </b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact: </b>I f you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",0,,html-button-response,
42,Default,,,,,0,"<div style=""width:50%; min-width:300px; margin:auto; min-height:300px; display:flex; align-items:flex-end;""><p> In this experiment, you will read a few stories. For each story, you will be asked to figure out a missing piece of information <br> <br> Click the start button whenever you are ready. <br> </div>",1,,html-button-response,
42,Default,"{'name': 'Paul', 'gender': 'male'}","{'name': 'Sandra', 'gender': 'female'}",1,"{'name': 'Betty', 'gender': 'female'}",1,"<img src=""images/noun_Airport_1109705.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Betty</span> texted <span style=""color:#1976D2"">Paul</span> and <span style=""color:#388E3C"">Sandra</span> to pick her up from the airport. <br> Neither responded to her text. <br> <span style=""color:#E65100"">Betty</span> later learned that only one of them saw her message.</p><p><span style=""color:#E65100"">Betty</span> blamed <span style=""color:#1976D2"">Paul</span> more than <span style=""color:#388E3C"">Sandra</span> for not helping.</p><p>Who didn't see the text message?</p>",2,4,knowledge,
42,Default,"{'name': 'Anthony', 'gender': 'male'}","{'name': 'Lisa', 'gender': 'female'}",0,"{'name': 'Emily', 'gender': 'female'}",0,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Emily</span> had a birthday party. <br> <span style=""color:#E65100"">Emily</span> asked <span style=""color:#1976D2"">Anthony</span> and <span style=""color:#388E3C"">Lisa</span> to come, but neither came. <br></p><p><span style=""color:#E65100"">Emily</span> blamed <span style=""color:#1976D2"">Anthony</span> more than <span style=""color:#388E3C"">Lisa</span> for not coming.</p><p>Who is <span style=""color:#E65100"">Emily</span>'s closer friend?</p>",3,7,social_roles,
42,Default,"{'name': 'Jennifer', 'gender': 'female'}","{'name': 'Melissa', 'gender': 'female'}",0,"{'name': 'Daniel', 'gender': 'male'}",1,"<img src=""images/noun_We Can Do It_146922.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Daniel</span> was on a tug of war team with <span style=""color:#1976D2"">Jennifer</span> and <span style=""color:#388E3C"">Melissa</span>. <br> Their team lost the game of tug of war. <br> </p><p><span style=""color:#E65100"">Daniel</span> blamed <span style=""color:#1976D2"">Jennifer</span> more than <span style=""color:#388E3C"">Melissa</span> for their loss.</p><p>Who tried very hard?</p>",4,13,effort,
42,Default,"{'name': 'Dorothy', 'gender': 'female'}","{'name': 'Michael', 'gender': 'male'}",0,"{'name': 'Karen', 'gender': 'female'}",1,"<img src=""images/noun_wait phone_769182.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Karen</span> needed someone to make an appointment for her. <br> <span style=""color:#E65100"">Karen</span> asked <span style=""color:#1976D2"">Dorothy</span> and <span style=""color:#388E3C"">Michael</span> to call and wait on hold for her. <br> <span style=""color:#1976D2"">Dorothy</span> and <span style=""color:#388E3C"">Michael</span> both gave up before their call was picked up. <br> <span style=""color:#E65100"">Karen</span> later learned that one of them waited for a few minutes, and another waited for hours. <br></p><p><span style=""color:#E65100"">Karen</span> blamed <span style=""color:#1976D2"">Dorothy</span> more than <span style=""color:#388E3C"">Michael</span> for hanging up.</p><p>Who waited for hours before giving up?</p>",5,15,effort,
42,Default,"{'name': 'Mary', 'gender': 'female'}","{'name': 'Kenneth', 'gender': 'male'}",0,"{'name': 'Nancy', 'gender': 'female'}",1,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Mary</span> and <span style=""color:#388E3C"">Kenneth</span> each had a birthday party in separate weeks. <br> Neither invited <span style=""color:#E65100"">Nancy</span> to the party. <br> <span style=""color:#E65100"">Nancy</span> later learned from a friend that one of them intentionally didn't invite her, and another forgot to invite her. <br></p><p><span style=""color:#E65100"">Nancy</span> blamed <span style=""color:#1976D2"">Mary</span> more than <span style=""color:#388E3C"">Kenneth</span> for not inviting her to her birthday party.</p><p>Who intentionally didn't invite <span style=""color:#E65100"">Nancy</span>?</p>",6,12,intentionality,
42,Default,"{'name': 'Margaret', 'gender': 'female'}","{'name': 'Donna', 'gender': 'female'}",1,"{'name': 'Donald', 'gender': 'male'}",0,"<img src=""images/noun_soccer_1751392.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Donald</span> fell over while playing soccer with <span style=""color:#1976D2"">Margaret</span> and <span style=""color:#388E3C"">Donna</span>. <br> Both <span style=""color:#1976D2"">Margaret</span> and <span style=""color:#388E3C"">Donna</span> stepped on <span style=""color:#E65100"">Donald</span>. <br></p><p><span style=""color:#E65100"">Donald</span> blamed <span style=""color:#1976D2"">Margaret</span> more than <span style=""color:#388E3C"">Donna</span> for stepping on him.</p><p>Who stepped on <span style=""color:#E65100"">Donald</span> by accident?</p>",7,10,intentionality,
42,Default,"{'name': 'David', 'gender': 'male'}","{'name': 'Kevin', 'gender': 'male'}",1,"{'name': 'Sarah', 'gender': 'female'}",1,"<img src=""images/noun_lunch bag_380959.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Sarah</span> always packs herself a lunch to bring to work. <br> One day, <span style=""color:#1976D2"">David</span> ate <span style=""color:#E65100"">Sarah</span>'s lunch. <br> A different day, <span style=""color:#388E3C"">Kevin</span> ate <span style=""color:#E65100"">Sarah</span>'s lunch. <br></p><p><span style=""color:#E65100"">Sarah</span> blamed <span style=""color:#1976D2"">David</span> more than <span style=""color:#388E3C"">Kevin</span> for eating her lunch.</p><p>Who ate <span style=""color:#E65100"">Sarah</span>'s lunch accidentally?</p>",8,11,intentionality,
42,Default,"{'name': 'Patricia', 'gender': 'female'}","{'name': 'Ashley', 'gender': 'female'}",0,"{'name': 'Michelle', 'gender': 'female'}",0,"<img src=""images/noun_Man Cutting Grass_637630.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Michelle</span> needed someone to mow the lawn. <br> <span style=""color:#1976D2"">Patricia</span> mowed the lawn. <br> <span style=""color:#388E3C"">Ashley</span> did not mow the lawn. <br></p><p><span style=""color:#E65100"">Michelle</span> blamed <span style=""color:#388E3C"">Ashley</span> for not mowing the lawn.</p><p>Who mowed the lawn?</p>",9,attention_check,,
42,Default,"{'name': 'Andrew', 'gender': 'male'}","{'name': 'Richard', 'gender': 'male'}",1,"{'name': 'Jessica', 'gender': 'female'}",1,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Jessica</span> needed help carrying a very heavy couch. <br> <span style=""color:#E65100"">Jessica</span> asked <span style=""color:#1976D2"">Andrew</span> and <span style=""color:#388E3C"">Richard</span> for help, but both said no. <br> <span style=""color:#E65100"">Jessica</span> wasn’t able to move the couch on her own.</p><p><span style=""color:#E65100"">Jessica</span> blamed <span style=""color:#1976D2"">Andrew</span> more than <span style=""color:#388E3C"">Richard</span> for not helping.</p><p>Who is weaker?</p>",10,2,ability,
42,Default,"{'name': 'Kimberly', 'gender': 'female'}","{'name': 'Robert', 'gender': 'male'}",1,"{'name': 'Matthew', 'gender': 'male'}",1,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Matthew</span> needed help moving. <br> <span style=""color:#E65100"">Matthew</span> asked <span style=""color:#1976D2"">Kimberly</span> and <span style=""color:#388E3C"">Robert</span> for help, but both said no. <br> <span style=""color:#E65100"">Matthew</span> wasn't able to move his stuff on his own. <br></p><p><span style=""color:#E65100"">Matthew</span> blamed <span style=""color:#1976D2"">Kimberly</span> more than <span style=""color:#388E3C"">Robert</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Matthew</span>'s less close friend?</p>",11,8,social_roles,
